id;tipo_cuenta_ca_pesos;tipo_cuenta_ca_dolar;tipo_cuenta_cc_pesos;sexocodi;estcivil;edad;plataforma_emp_um;usa_plataforma_u3m;ingr_prom_u6m;capita;grupo_cliente;subgrupo;relacion;fum;segmento_sueldos;segmento_bancas;es_capita;tiene_i_cbesa;tiene_i_cs;tiene_i_pr_hip;tiene_i_pr_pers;tiene_i_prep;tiene_i_se_patr;tiene_i_visa;tiene_i_tj_soc;tiene_e_ac_cc;tiene_e_fact;saldo_computo_sist_fci;tiene_e_liq_com;tiene_i_seg_vida;tiene_e_tc_agro;tiene_e_tc_corpo;tiene_e_tc_flota;saldo_computo_sist_2;saldo_computo_sist_ca_p;saldo_computo_cj;cross_empr;cross_ind;saldo_computo_sist_cc_p;saldo_computo_sist_cc_mb;transferencia_recibida;extraccion;cobro;transferencia_enviada;operatoria;pago;acreditacion;deposito;rescate;suscripcion;levantamiento;credito_acreditacion_haberes;credito_pago_bonificacion_por_promocion;credito_pago_programa_social;debito_transferencia_enviada_homebanking;credito_transferencia_recibida_simple;credito_transferencia_recibida_homebanking;debito_transferencia_enviada_atm_no_propio;credito_pago_cheque_pago_diferido;debito_operatoria_int._sldo_deudor;credito_transferencia_recibida_modo;debito_cobro_deuda_bancor;credito_rescate_titulos_fci;debito_cobro_locacion_caja_de_seguridad;credito_transferencia_recibida_ach;debito_extraccion_back_office_por_cierre_de_cuenta;debito_cobro_plazo_fijo;credito_pago_prestamo;debito_cobro_transporte;credito_pago_plazo_fijo;debito_transferencia_enviada_otras;credito_transferencia_recibida_atm;credito_deposito_atm_propio;debito_operatoria_resumen;credito_transferencia_recibida_debin;credito_pago_honorarios;credito_pago_fondo_compensador;credito_deposito_atm_no_propio;credito_operatoria_impuesto;debito_transferencia_enviada_ach;debito_transferencia_enviada_debin;debito_cobro_compras_en_el_exterior;credito_transferencia_recibida_credin;debito_pago_atm_no_propio;debito_transferencia_enviada_modo;credito_pago_titulos_fci;debito_transferencia_enviada_cuenta_vinculada;credito_operatoria_intereses;credito_deposito_intersucursal;credito_pago_liquidacion_caja_jubilaciones;credito_levantamiento__embargo;debito_operatoria_impuesto;debito_cobro_otros_servicios;credito_operatoria_ajuste;debito_operatoria_intereses;debito_operatoria_adelanto_de_haberes;credito_pago_seguro_desempleo;debito_cobro_tarjeta_credito;credito_transferencia_recibida_proveedor;credito_pago_liquidacion_comercio;credito_operatoria_cancelacion_adel_hab;debito_cobro_agencia_loteria;debito_cobro_compras;debito_cobro_prestamo;debito_extraccion_atm_propio;credito_deposito_cheque;debito_extraccion_efectivo;debito_transferencia_enviada_simple;debito_operatoria_custodia;debito_cobro_seguros;debito_transferencia_enviada_ipj;debito_extraccion_atm_no_propio;debito_operatoria_ajuste;debito_operatoria_mantenimiento;debito_suscripcion_titulos_fci;debito_operatoria_comision;credito_deposito_en_efectivo;credito_acreditacion_plan_social;debito_cobro_titulos_fci;debito_cobro_liquidacion_a_comercio;debito_cobro_cheque;credito_transferencia_recibida_mep;debito_operatoria_gastos;debito_cobro_embargo;
2441;Acreditacion Admin Publica / Otra;;Adelanto de Haberes;F;Soltero/a;45;0;SI;326145;PROPIA;I4;Sueldo;TIT;20241113;SUELDO ADM PUBL RESTO;SUELDO ADM PUBL RESTO;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;22.04;0,00;1,00;4,00;0,00;0,00;1,00;;2,00;3,00;3,00;;1,00;;;;;366240.18;;;220470,00;;5000,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;2289,00;;;;;;137228,00;;;;;;;;;;;;5495,00;;;;10900,00;;;;;;;;;;;
2442;Caja Ahorro Comun;;;F;Soltero/a;45;0;SI;117896;NO;I5;Monotributista;TIT;20241130;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4697.42;0,00;0,00;2,00;0,00;0,00;1,00;;1,00;;1,00;;;;;;;;;;;;129000,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;129202.77;;;;;;;;;;;;;;;;;;;;;
2443;SUAF Anses;;;F;Soltero/a;45;0;NO;358816;NO;I5;Monotributista;TIT;20220317;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95.7;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2444;Caja Ahorro Comun;;;F;Soltero/a;45;0;SI;5000;NO;I8;Publico General;TIT;20241119;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;137.7;0,00;0,00;2,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2445;;;;F;Soltero/a;45;0;SI;1000;NO;I8;Publico General;TIT;20241114;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;47.04;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2446;;;;F;Soltero/a;45;0;NO;175252;NO;I5;Monotributista;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2447;;;;F;Casado/a;45;0;NO;5000;NO;I8;Publico General;TIT;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2448;Cuenta Sueldo;;Adelanto de Haberes;F;Soltero/a;45;0;SI;1082263;PROPIA;I4;Sueldo;TIT;20241130;SUELDO PRIVADOS;SUELDO PRIVADOS;1;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;289085.7;0,00;0,00;3,00;0,00;0,00;9,00;38,00;3,00;10,00;2,00;;1,00;;;;;1096691.42;;;474780,00;;957780,00;;;;;;;;;;;;;;;;;;;;;;;;;;300000,00;;;;;27.92;;;;240,00;;;;;;;;;;;25625.02;6545.4;1959000,00;;;;;;;;;;;;;;;;;;;;
2449;;;;F;Soltero/a;45;0;NO;5000;NO;I6;Con producto  Social;TIT;20241117;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2450;Acreditacion Admin Publica / Otra;;Adelanto de Haberes;F;Soltero/a;45;0;SI;2081772;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;186747.95;0,00;0,00;5,00;0,00;0,00;2,00;;3,00;8,00;5,00;;1,00;;;;;2528801.82;;;478920,00;;478920,00;;;17490.35;;;;;;;;;;;;;;;;;;;;8850,00;1102214,00;;;;;;;12.68;;;;3672.97;;;;478920,00;;614305.02;;;478920,00;;;441155.41;;;;;;;;;;;;;;;;;;;;;
2451;Cuenta de la Seguridad Social;;;F;Soltero/a;45;0;SI;298629;PROPIA;I4;Sueldo;TIT;20241129;JUBILADOS ANSES;JUBILADOS ANSES;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;604.96;0,00;0,00;3,00;0,00;0,00;;;1,00;2,00;3,00;;1,00;;;;;;;;120000,00;;;;;;;;;;;;;;;;;;;;;;;;;;150000,00;;;;;;;0.19;;;;2289,00;;;;;;25478,00;;;;;;;;;;;;;;;;10900,00;;;;307934.15;;;;;;;
2452;SUAF Anses;;;F;Soltero/a;45;0;SI;10000;NO;I6;Con producto  Social;TIT;20241128;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;46278.62;0,00;0,00;1,00;0,00;0,00;;;3,00;1,00;1,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3790,00;;;;;;;;1.23;;;;;;;;;;;;;;;94687.2;;;;;;;;;;;;;;;140100,00;;;;;;;
2453;Caja Ahorro Comun;;;F;Soltero/a;45;0;SI;5000;NO;I6;Con producto  Social;TIT;20241130;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2070.38;0,00;0,00;2,00;0,00;0,00;6,00;9,00;;;8,00;;;;;;;;;;;;7200,00;;;;;;;;;;;;;;;;;;2000,00;;;;;;;;22300,00;;;;;0.67;;;;630,00;;;;;;;;;;;;;28000,00;;;;;;;11000,00;;;;3000,00;;;;;;;;;
2454;Caja Ahorro Comun;;;F;Soltero/a;45;0;SI;799401;EXTERNA;I4;Sueldo;TIT;20241104;OTROS;OTROS;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;4.62;0,00;1,00;2,00;0,00;0,00;;;;2,00;1,00;;2,00;;;;;854182.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;854178,00;;;;;;;0.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2455;Asignacion Univ Anses;;;F;Soltero/a;45;0;SI;41311;ESPECIAL;I6;Con producto  Social;TIT;20241128;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.7;0,00;0,00;2,00;0,00;0,00;;;1,00;;2,00;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;10531,00;;;;;;;;;;;;;;0.61;;;;;;;;;;47655,00;;;;;;;;;;;;;;;;;;;;58185.6;;;;;;;
2456;SUAF Anses;;;F;Soltero/a;50;0;NO;5000;NO;I6;Con producto  Social;TIT;20190319;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5508.22;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2457;Cuenta de la Seguridad Social;;Adelanto de Haberes;F;Soltero/a;47;0;SI;238834;PROPIA;I4;Sueldo;TIT;20241130;JUBILADOS ANSES;JUBILADOS ANSES;1;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30392.47;0,00;0,00;3,00;0,00;0,00;;;1,00;1,00;7,00;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173000,00;;;;;;;0.01;;;;2111.13;;;4153,00;59025.13;;;;;59025.13;;;3800.46;;;;;;;;;;5900,00;;;;246858.36;;;;;;;
2458;Cuenta de la Seguridad Social;;;F;Soltero/a;41;0;NO;12796;NO;I6;Con producto  Social;TIT;20241128;JUBILADOS ANSES;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;10898.8;0,00;1,00;2,00;0,00;0,00;13,00;22,00;;1,00;1,00;;;;;;;;;;40000,00;;621262.5;;;;;;;;;;;;;;;;;;;;;;;;;;125000,00;;;;;0.86;;;;;;;;;;;;;;;;;706000,00;;;;;;;;;;;;;;;;;;;;
2459;SUAF Anses;;;F;Soltero/a;41;0;NO;216130;PROPIA;I4;Sueldo;TIT;20241113;SUELDO ADM PUBL RESTO;SUELDO ADM PUBL RESTO;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;165527.26;0,00;0,00;2,00;0,00;0,00;;1,00;2,00;;3,00;;2,00;;;;;228284.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.42;;;;;;;;;;;;;;;180320.55;;;;567000,00;;;;;;;;;;;348090,00;;;;;;;
2460;Cuenta de la Seguridad Social;;;F;Soltero/a;40;0;SI;237836;PROPIA;I4;Sueldo;TIT;20241129;JUBILADOS ANSES;JUBILADOS ANSES;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25696.19;0,00;0,00;3,00;0,00;0,00;3,00;;2,00;3,00;1,00;;2,00;;;;;;;;;;22400,00;;;;;;;;;;;;;;;;;;;;;;;;294767,00;;12600,00;;;;;5.04;;;;;;;;;;12582.01;;;;;;;;;;;;;;;;;;;;272285.17;;;;;;;
2461;;;;F;Soltero/a;40;0;NO;500;NO;I6;Con producto  Social;TIT;20241127;OTROS;OTROS;0;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36.01;0,00;0,00;2,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2462;SUAF Anses;;;F;Soltero/a;40;0;NO;8690;ESPECIAL;I6;Con producto  Social;TIT;20241126;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10280.74;0,00;0,00;1,00;0,00;0,00;;1,00;;;1,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.41;;;;;;;;;;;;;;;;;19000,00;;;;;;;;;;;;;9555,00;;;;;;;
2463;Cuenta de la Seguridad Social;;;F;Soltero/a;42;0;SI;237836;PROPIA;I4;Sueldo;TIT;20241115;JUBILADOS ANSES;JUBILADOS ANSES;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13148.06;0,00;0,00;5,00;0,00;0,00;;1,00;4,00;;1,00;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.72;;;;;;;;;;31792.55;;;;;9500,00;;;;255000,00;;;;;;;;;;;300544.97;;;;;;;
2464;Caja Ahorro Comun;;;F;Soltero/a;41;0;SI;5000;NO;I8;Publico General;TIT;20241130;OTROS;OTROS;0;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;929459.33;6815.82;0,00;1,00;3,00;0,00;0,00;2,00;;1,00;4,00;1,00;9,00;;;;;;;11000,00;;;;195080,00;;;;;;;;;;216800,00;;;22986.76;;;;;;;;;;;;;;;8300,00;;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2465;Caja Ahorro Comun;;;F;Soltero/a;41;0;SI;175252;NO;I5;Monotributista;TIT;20241128;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;78771.27;0,00;0,00;1,00;0,00;0,00;15,00;2,00;24,00;25,00;1,00;;;;;;;;;;147500,00;;168820,00;;;;;;;;;;;;;;;;;;;;;;;;109900,00;;225400,00;;;;;2.66;;;;;;;;;;;;;;;207507.75;;40000,00;;;;;;;;;;;;;;;;;;;;
2466;Acreditacion Admin Publica / Otra;;;F;Soltero/a;43;0;SI;175252;NO;I5;Monotributista;TIT;20241129;SUELDO ADM PUBL M4;OTROS;0;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85027.42;0,00;0,00;3,00;0,00;0,00;2,00;;16,00;3,00;4,00;;;;;;;;;;320000,00;;676000,00;;;;;;;;;;;;;;;;;;;;;;;;3200,00;2506.14;;;;;;5.34;;;;1481.79;;;;;;219457.61;;;;;147113.23;;;;;;;;;;;;;;;;;;;;;;
2467;;;;F;Casado/a;41;0;SI;349999;NO;I8;Publico General;TIT;0;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2468;;;;F;Soltero/a;41;0;SI;5000;NO;I8;Publico General;TIT;20241113;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2469;Cuenta Sueldo;;;F;Soltero/a;42;0;SI;856130;PROPIA;I4;Sueldo;TIT;20241130;SUELDO PRIVADOS;SUELDO PRIVADOS;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;379856.26;0,00;0,00;4,00;0,00;0,00;;;31,00;6,00;5,00;;1,00;;;;;905229.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;248000,00;;;;;;;6.37;;;;4809,00;;;;;;123903.05;;;;;388438.73;121435.76;;;;;;;;;;22900,00;;;;;;;;;;;
2470;Caja Ahorro Comun;;;F;Soltero/a;42;0;NO;175252;NO;I5;Monotributista;TIT;20240321;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1916.55;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2471;;;;F;Soltero/a;42;0;NO;195776;NO;I5;Monotributista;TIT;20240423;SUELDO ADM PUBL RESTO;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.06;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2472;;;;F;Soltero/a;27;0;NO;5000;NO;I8;Publico General;TIT;20230822;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;59.4;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2473;;;;F;Soltero/a;27;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2474;;;;F;Soltero/a;27;0;NO;5000;NO;I8;Publico General;TIT;20240502;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.26;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2475;Caja Ahorro Comun;;;F;Soltero/a;27;0;NO;5000;NO;I6;Con producto  Social;TIT;20231102;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;87.25;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2476;Caja Ahorro Comun;C.A. Dolar;;F;Soltero/a;27;0;NO;5000;NO;I8;Publico General;TIT;20240131;SUELDO ADM PUBL RESTO;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;707.57;0,00;0,00;2,00;0,00;0,00;;;;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2477;;;;F;Soltero/a;28;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2478;;;;F;Soltero/a;27;0;NO;500;NO;I6;Con producto  Social;TIT;20190114;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.33;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2479;Plan Primer paso;;;F;Soltero/a;27;0;SI;1056776;PROPIA;I4;Sueldo;TIT;20241130;SUELDO PRIVADOS;SUELDO PRIVADOS;1;1,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;136108.17;0,00;1,00;7,00;0,00;0,00;8,00;8,00;14,00;24,00;6,00;;2,00;1,00;;;;1001248.66;;;1091758.66;;615206,00;;;;;;;;;;;;;;;;49000,00;;;;;;;48374.72;74100,00;2506.25;8000,00;;;;;13.76;;;;1483.68;;;;;;114956.64;;;;;111400,00;2526.82;120000,00;;;;;13501.46;;60000,00;;;;;;;;;;;;;
2480;Plan Primer paso;;;F;Soltero/a;29;0;NO;5000;NO;I8;Publico General;TIT;20241024;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;371.95;0,00;0,00;1,00;0,00;0,00;;;;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2481;;;;F;Soltero/a;27;0;NO;500;NO;I6;Con producto  Social;TIT;20231107;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54.52;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2482;;;;F;Soltero/a;27;0;NO;2500;NO;I6;Con producto  Social;TIT;20191206;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.51;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2483;;;;F;Soltero/a;27;0;SI;5000;NO;I8;Publico General;TIT;20240829;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.64;0,00;0,00;2,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2484;Caja Ahorro Comun;;;F;Soltero/a;27;0;SI;117896;NO;I5;Monotributista;TIT;20241104;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;4569.89;0,00;1,00;2,00;0,00;0,00;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.43;;;;37.8;;;;;;;;;;;;;;;;;;;;;;;;180,00;;;;;;;;;
2485;SUAF Anses;;;F;Viudo/a;27;0;SI;40489;NO;I6;Con producto  Social;TIT;20241120;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9998.76;0,00;0,00;2,00;0,00;0,00;;1,00;1,00;;2,00;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.96;;;;;;;;;;;;;;;11700,00;;;;;;;;;42000,00;;;;;;53753.1;;;;;;;
2486;Caja Ahorro Comun;;;F;Soltero/a;27;0;SI;435055;PROPIA;I4;Sueldo;TIT;20241129;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;471471.86;0,00;0,00;2,00;0,00;0,00;2,00;;10,00;14,00;5,00;;1,00;1,00;;;;417605.05;;;216260,00;;36000,00;;;;;;;;;;;;;;;;;70563.84;;;;;;;93000,00;;;;86100,00;;;30.55;;;;5094,00;;;;;;;;;;;128856.79;;;400000,00;;;;;;;;;;1400,00;;;;;;;;;
